@relation sentimental-analizerTeste


@attribute texto string
@attribute quantAdjetivoPositivo numeric
@attribute quantAdjetivoNegativo numeric
@attribute quantVerboPositivo numeric
@attribute quantVerboNegativo numeric
@attribute classTeste {positivo, negativo, neutro}


@DATA
'Nestor Cerveró delata Dilma e filho de FHC em depoimento: O ministro Teori Zavascki  do Supremo Tribunal Fede... https://t.co/eZKte91cdy\n&#3;',1,0,0,0,positivo
'Nestor Cerveró delata Dilma e filho de FHC em depoimento: O ministro Teori Zavascki  do Supremo Tribunal Fede... https://t.co/XSATYMplnd\n&#3;',1,0,0,0,positivo
'Nestor Cerveró delata Dilma e filho de FHC em depoimento: O ministro Teori Zavascki  do Supremo Tribunal Fede... https://t.co/mUlJS0yRNY\n&#3;',1,0,0,0,positivo
'Meta fiscal de Meirelles foi pro saco com espaço para ‘bondades’ políticas de Temer? @Reinaldo_Cru... https://t.co/RmbDbjaie0\n&#3;',0,0,1,0,positivo
'#Acordabraziu Nestor Cerveró delata Dilma e filho de FHC em depoimento: O ministro Teori Zavascki  do Supremo... https://t.co/78PykXNEg5\n&#3;',1,0,0,0,positivo
'Quer dizer que Dilma sabia de tudo  quem acreditava que ela era inocente acredita em coelho da Páscoa Tmb\n&#3;',1,0,2,0,positivo
'Meta fiscal de Meirelles foi pro saco com espaço para ‘bondades’ políticas de Temer? @Reinaldo_Cru... https://t.co/8y9mumaUFL\n&#3;',0,0,1,0,positivo
'como cair? Ela nunca subiu! https://t.co/ZlRg7TycE7\n&#3;',0,0,0,1,negativo
'como cair? Ela nunca subiu! https://t.co/ZlRg7TycE7\n&#3;',0,0,0,1,negativo
'Leva uns 30 anos para limpar o que Temer fez em menos de 30 dias\n&#3;',0,0,1,0,positivo
'https://t.co/oMH4Pk3n91\n&#3;',0,0,0,0,neutro
'BetaLab Esquema da Petrobras pagou despesas pessoais de Dilma Rousseff. https://t.co/ys0iSrOCwU https://t.co/qfSc856ARJ\n&#3;',0,0,0,0,neutro
'Nestor Cerveró delata Dilma e filho de FHC em depoimento https://t.co/WNPh0qntCl\n&#3;',0,0,0,0,neutro
'Governo Temer é mais sujo que pau de galinheiro.... https://t.co/4jJmrv7geq\n&#3;',0,1,1,0,positivo
'Meta fiscal de Meirelles foi pro saco com espaço para ‘bondades’ políticas de Temer? @Reinaldo_Cru... https://t.co/0FwDwtPSBA\n&#3;',0,0,1,0,positivo
'olhae que bacana né gente... https://t.co/7kH4uqE5QP\n&#3;',1,0,0,0,positivo
'Sumiram computadores do BB na saída de Dilma https://t.co/Ww1V55m7Ol\n&#3;',0,0,0,0,neutro
'Dilma participa de atos em Porto Alegre: veja 7 coisas para começar a sexta-feira bem informado: 1. Em delaçã... https://t.co/Tpp6whfKYh\n&#3;',1,0,0,0,positivo
'O cara  lacra o 13. Vê a carinha do Temer na tela da urna eletrônica. Elege o cidadão. E agora mete o pau no cara como se não tivesse culpa.\n&#3;',0,0,2,0,positivo
'@marionhardes @emirsader @UOL @emirsader Cerveró diz que Dilma sabia de TUDO na compra de Pasadena. Ganhei!\n&#3;',0,0,1,0,positivo
'Em busca do BetaLab O teto de Meirelles é o teste de Temer. Leia no blog do gurovitz https://t.co/LbURfqtDbO #G1 https://t.co/qwP4AZxBXo\n&#3;',0,0,1,0,positivo
'Globo golpista  tentou cortar mais não deu tempo. O cara mandou um FORA TEMER. E o Jô confirmou. https://t.co/GqnIeggWB6\n&#3;',0,1,1,1,negativo
'Bom dia pra você que acordou sabendo que não vai ocupar um dos 14 mil cargos novos que Temer criou na calada da noite.\n&#3;',2,0,1,0,positivo
'É o que muitos desejam saber... https://t.co/DIge6MnDjf\n&#3;',0,0,0,0,neutro
'Em busca do BetaLab Manifestantes fazem ato pró-Dilma e contra Temer no Centro do Rio https://t.co/dwTXUENsl3 #G1 https://t.co/WIxy45UUU7\n&#3;',0,0,1,0,positivo
'Em busca do BetaLab Manifestantes fazem ato pró-Dilma e contra Temer no Centro do Rio https://t.co/dwTXUENsl3 #G1 https://t.co/WIxy45UUU7\n&#3;',0,0,1,0,positivo
'Meta fiscal de Meirelles foi pro saco com espaço para ‘bondades’ políticas de Temer? @Reinaldo_Cru... https://t.co/EetmwFWGEk\n&#3;',0,0,1,0,positivo
'Bom dia para vc q trabalhou para pagar cabeleireiro para Dilma. #ForaDilma #impeachmentja - Na conta da Petrobras https://t.co/v2RfxXG6Xv\n&#3;',1,0,0,0,positivo
'Dilma participa de atos em Porto Alegre: veja 7 coisas para começar a sexta-feira bem informado: 1. Em delaçã... https://t.co/wX6rqsfoAf\n&#3;',1,0,0,0,positivo
'Nestor Cerveró delata Dilma e filho de FHC em depoimento: O ministro Teori Zavascki  do Supremo Tribunal Fede... https://t.co/DJWl6FMaov\n&#3;',1,0,0,0,positivo
'Bom dia para vc q trabalhou para pagar cabeleireiro para Dilma. #ForaDilma #impeachmentja - Na conta da Petrobras https://t.co/UpR0QFoVpm\n&#3;',1,0,0,0,positivo
'#VoltaDilma https://t.co/YOtjVcICja\n&#3;',0,0,0,0,neutro
'Nestor Cerveró delata Dilma e filho de FHC em depoimento\n&#3;',0,0,0,0,neutro
'Nestor Cerveró diz que Dilma mentiu sobre compra de refinaria. Baixe o app BandNews https://t.co/VJ3VQGuRRh\n&#3;',0,0,0,1,negativo
'Sem alarde  Câmara cria 14.419 cargos federais  quase quatro vezes o que Temer prometeu cortar https://t.co/QUnAvcanv7\n&#3;',0,0,1,0,positivo
'Meta fiscal de Meirelles foi pro saco com espaço para ‘bondades’ políticas de Temer? @Reinaldo_Cru... https://t.co/ZaYTUKS0Sj\n&#3;',0,0,1,0,positivo
'Nestor Cerveró delata Dilma e filho de FHC em depoimento: O ministro Teori Zavascki  do Supremo Tribunal Fede... https://t.co/gQkMu6IZ5r\n&#3;',1,0,0,0,positivo
'https://t.co/tRRD71usdM LISTA BERTIN-BUMLAI TRAZ TEMER  ALOYSIO E CAIADO #ForaTemer\n&#3;',0,0,1,0,positivo
'https://t.co/8a2x6tbu2H LISTA BERTIN-BUMLAI TRAZ TEMER  ALOYSIO E CAIADO #ForaTemer\n&#3;',0,0,1,0,positivo
'Merval: "Esquema da Petrobras pagou despesas pessoas de Dilma".#PassaDilma\n&#3;',0,0,0,0,neutro
'Meta fiscal de Meirelles foi pro saco com espaço para ‘bondades’ políticas de Temer? @Reinaldo_Cru... https://t.co/IW3CVj4Rg1\n&#3;',0,0,1,0,positivo
'Meta fiscal de Meirelles foi pro saco com espaço para ‘bondades’ políticas de Temer? @Reinaldo_Cru... https://t.co/C5YJ1zxoKy\n&#3;',0,0,1,0,positivo
'@JSACROSOFT @wadih_damous @dilmabr https://t.co/bLIehcIHNQ\n&#3;',0,0,0,0,neutro
'A proposta de PHA tem sentido desde que Dilma possa ser candidata. O julgamento nas urnas diria se foi golpe ou não. https://t.co/U0OCaw0fMm\n&#3;',0,0,0,0,neutro
'Merval Pereira: esquema da Petrobras pagou despesas pessoais de Dilma https://t.co/cpg8wyMs9h\n&#3;',0,0,0,0,neutro
'A que ponto chegamos? "Ativistas" contra Temer usam crianças de escudo | Rodrigo Constantino https://t.co/H4jhWft02Q\n&#3;',0,0,1,1,neutro
'Merval Pereira: esquema da Petrobras pagou despesas pessoais de Dilma https://t.co/EIClXuIj8U\n&#3;',0,0,0,0,neutro
'#VoltaQuerida #ForaTemer https://t.co/4NcFifucQe\n&#3;',0,0,0,0,neutro
'#VoltaQuerida #ForaTemer https://t.co/4NcFifucQe\n&#3;',0,0,0,0,neutro
'Ele só fz isso?É pouco p um artista q tm muitos fãs Usar a imagem p ser um formador de opinião.-Palavras + Atidudes https://t.co/9sHltpKPOS\n&#3;',1,0,0,0,positivo
'70 bi em novas despesas e 15 mil novos cargos: eis porque o déficit saiu de 90 bi para 170 bi. E a irresponsabilidade fiscal era de Dilma.\n&#3;',0,0,0,0,neutro
'Meta fiscal de Meirelles foi pro saco com espaço para ‘bondades’ políticas de Temer? @Reinaldo_Cru... https://t.co/16UXsTky9m\n&#3;',0,0,1,0,positivo
'@blogplanalto @MichelTemer O brandido poderia experimentar não dar golpes na Presidenta de direito.\n&#3;',1,0,0,0,positivo
'#ForaTemerGuilherme Weber manda um FORA TEMER ao final da entrevista com Jô.https://t.co/DfsnbEYcxQ\n&#3;',0,0,1,1,neutro
'Nestor Cerveró delata Dilma e filho de FHC em depoimento: O ministro Teori Zavascki  do Supremo Tribunal Fede... https://t.co/FjQEsFXOPU\n&#3;',1,0,0,0,positivo
'Painel: Sem alarde  Câmara cria 14.419 cargos federais  quase quatro vezes o que Temer... https://t.co/YBk7GabMLu via @RosaDiniz_1\n&#3;',0,0,1,0,positivo
'@nuvempro URGENTE!! AVISO que DILMA ROUSSEFF e partido PT USURPOU minha identidade. Fiz DENUNCIA ao MPF ONU e ao  Juiz Sérgio MORO.\n&#3;',0,1,0,1,negativo
'Onde está o dinheiro  Dilma? Ministro diz que petista matou MCMV para famílias mais pobres https://t.co/XFKtINqwsH https://t.co/PpFhp3Ph76\n&#3;',0,1,0,0,negativo
'Meta fiscal de Meirelles foi pro saco com espaço para ‘bondades’ políticas de Temer? @Reinaldo_Cru... https://t.co/Irt0hqyZ2t\n&#3;',0,0,1,0,positivo
'Delator revela desvio de dinheiro em contrato da Presidência para pagar dívida da campanha de Dilma https://t.co/mhPNojI2Mc\n&#3;',0,0,0,0,neutro
'Alô @SenadoFederal: é Dilma fora  Lula na cadeia e PT extinto.. Nós vamos tomar as ruas... Nós o povo somos a república\n&#3;',0,0,0,1,negativo
'E aí @ptbrasil @gleisi   Cerveró é mais um golpista conspirando contra @dilmabr ?Hein?! É mais um golpista?Falem  CANALHAS!\n&#3;',0,2,0,0,negativo
'@MCERollemberg @FamiliaemPauta @SergioAguiarGN Qual está em nome da filha da Dilma??? O mais lindo!!!!\n&#3;',1,0,0,0,positivo
'Nestor Cerveró delata Dilma e filho de FHC em depoimento: O ministro Teori Zavascki  do Supremo Tribunal Fede... https://t.co/dH2SbPtMBU\n&#3;',1,0,0,0,positivo
'Meta fiscal de Meirelles foi pro saco com espaço para ‘bondades’ políticas de Temer? @Reinaldo_Cru... https://t.co/G0gJ1JjGfq\n&#3;',0,0,1,0,positivo
'Foi o Gabinete de Segurança Institucional  dissolvido por Dilma e recomposto por Michel Temer  que expulsou invasores MTST. A PM veio depois\n&#3;',1,2,2,0,positivo
'Foi o Gabinete de Segurança Institucional  dissolvido por Dilma e recomposto por Michel Temer  que expulsou invasores MTST. A PM veio depois\n&#3;',1,2,2,0,positivo
'#News Nestor Cerveró delata Dilma e filho de FHC em depoimento https://t.co/AzDqVTRr1o #GrupoAquecendo\n&#3;',0,0,0,0,neutro
'Guilherme Weber  no Jô: “ultimamente  Fora Temer”. Assista https://t.co/82mNZg1Czs via @tijolaco\n&#3;',0,0,0,1,negativo
'#News Nestor Cerveró delata Dilma e filho de FHC em depoimento https://t.co/N29jTMUyJi #GrupoAquecendo\n&#3;',0,0,0,0,neutro
'Secretária fez parte de articulação criminosa  diz Procuradoria https://t.co/x8pYC5Ujw0\n&#3;',0,0,0,0,neutro
'Guilherme Weber  no Jô: “ultimamente  Fora Temer”. Assista https://t.co/01XoXGf7uC via @tijolaco\n&#3;',0,0,0,1,negativo
'Balcão do golpe. https://t.co/0vndnFd8qp\n&#3;',0,0,0,0,neutro
'Balcão do golpe. https://t.co/0vndnFd8qp\n&#3;',0,0,0,0,neutro
'@Pecesiqueira Nestor Cerveró delata Dilma e filho de FHC em depoimento https://t.co/cAz9jts5dt #P7\n&#3;',0,0,0,0,neutro
'Nestor Cerveró delata Dilma e filho de FHC em depoimento: O ministro Teori Zavascki  do Supremo Tribunal Fede... https://t.co/LtZaho2d2V\n&#3;',1,0,0,0,positivo
'Cerveró diz que @dilmabr sabia de propina de Pasadena para  petistas https://t.co/uTICDP2Vu7 - @JornalOGlobo\n&#3;',0,0,0,0,neutro
'@Nirvana Nestor Cerveró delata Dilma e filho de FHC em depoimento https://t.co/cAz9jts5dt #P74\n&#3;',0,0,0,0,neutro
'Hoje 03  Dilma visita Porto Alegre-RSAssentamento Eldorado e ato contra o golpe Esquina Democrática#VoltaDilma https://t.co/BTbNjoePDj\n&#3;',0,0,0,0,neutro
'Conteúdo da delação premiada foi tornado público nesta quinta-feira pelo ministro Teori Zavascki  do STF https://t.co/ABt4ITg5k5\n&#3;',1,0,0,0,positivo
'Nestor Cerveró delata Dilma e filho de FHC em depoimento: O ministro Teori Zavascki  do Supremo Tribunal Fede... https://t.co/fl2YeTaBb3\n&#3;',1,0,0,0,positivo
'Nestor Cerveró delata Dilma e filho de FHC em depoimento: O ministro Teori Zavascki  do Supremo Tribunal Fede... https://t.co/owzbZKZrAh\n&#3;',1,0,0,0,positivo
'Nestor Cerveró delata Dilma e filho de FHC em depoimento: O ministro Teori Zavascki  do Supremo Tribunal Fede... https://t.co/LIDqXyp9BP\n&#3;',1,0,0,0,positivo
'Nestor Cerveró delata Dilma e filho de FHC em depoimento: O ministro Teori Zavascki  do Supremo Tribunal Fede... https://t.co/ELV7wvimvQ\n&#3;',1,0,0,0,positivo
'O APARELHAMENTO DO ESTADO PERMANECEU. O "TOMA LÁ DÁ CÁ" CONTINUOU. TEMER JÁ CAIU!03/06/2015 - Henry Sales Com... https://t.co/k7pXcS31Nq\n&#3;',0,0,1,0,positivo
'Guilherme Weber  no Jô: “ultimamente  Fora Temer”. Assista https://t.co/LD4Q18ZkMJ via @tijolaco\n&#3;',0,0,0,1,negativo
'RT @brasil247: TRE de SP confirma: Temer é ficha-suja e está inelegível | Brasil 24/7  https://t.co/O7kMSBjqkt via @emirsader\n&#3;',0,1,1,0,positivo
'Justiça mantém prisão de João Santana e Mônica Moura  marqueteiros da dupla corrupta Lula-Dilma https://t.co/GPcj134eRh\n&#3;',0,1,0,0,negativo
'Guilherme Weber  no Jô: “ultimamente  Fora Temer”. Assista https://t.co/DBjYyXM8j7 via @tijolaco\n&#3;',0,0,0,1,negativo
'Que bom que parei de ver bodybuilders no youtube. Meus sonhos melhoraram. Viva o temer!!\n&#3;',2,0,1,0,positivo
'1-vocês ficaram sabendo que dona Dilma sabia de tudo na Petrobras né? tá na delação do Cerveró (e tá na do... https://t.co/mQCKuo1taX\n&#3;',0,0,0,0,neutro
'Dilma  que a senhora não esbarre comigo na rua #Oremos\n&#3;',0,0,0,0,neutro
'Nestor Cerveró delata Dilma e filho de FHC em depoimento: O ministro Teori Zavascki  do Supremo Tribunal Fede... https://t.co/ZX1Sxrf4AY\n&#3;',1,0,0,0,positivo
'@o_antagonista @MichelTemer ninguém presta...\n&#3;',1,0,0,0,positivo
'Até a Secretaria de Temer é investigada. Agora eu entendo quando temer falou q sabe lidar com bandido. #fora Temer\n&#3;',1,1,3,0,positivo
'Nestor Cerveró delata Dilma e filho de FHC em depoimento: O ministro Teori Zavascki  do Supremo Tribunal Fede... https://t.co/lA8KAQ3E4e\n&#3;',1,0,0,0,positivo
'Nestor Cerveró delata Dilma e filho de FHC em depoimento: O ministro Teori Zavascki  do Supremo Tribunal Fede... https://t.co/ktxE4VGSIS\n&#3;',1,0,0,0,positivo
'Quando o PMDB está atolado em merda até o pescoço o que o PIG faz? Voltam c/ Cerveró e colocam a Dilma e Pasadena PGR já arquivou 3 vezes\n&#3;',0,0,0,0,neutro
'R.M. petroleiro: Rio de janeiro Agora.Fora Temer Golpista 02.06.16 https://t.co/lc7plNHfmn\n&#3;',0,1,1,0,positivo
'Ministro sugere que servidores da CGU sem identificação com Temer deixem os cargos https://t.co/qm3zX8xhQo\n&#3;',0,0,1,0,positivo
'Só não vê isso quem não quer https://t.co/S7rMxG0Jnh\n&#3;',0,0,0,0,neutro
'Incrível. Simplesmente NÃO ENTENDO como é possível qualquer cidadão apoiar esse crápula #ForaTemer #CoupInBrazil https://t.co/e4dnSUNwEI\n&#3;',2,1,1,0,positivo
'Primeira viagem de Temer será pelo NE para inspecionar as obras da transposição e pode… https://t.co/LNQeaWStWV https://t.co/PkobYJfSga\n&#3;',0,0,1,0,positivo
'Quero ver o Temer juntar 50000 pessoas e discursar... #ForaTemer\n&#3;',0,0,1,0,positivo
'Nestor Cerveró delata Dilma e filho de FHC em depoimento: O ministro Teori Zavascki  do Supremo Tribunal Fede... https://t.co/Yj6jI3v2GL\n&#3;',1,0,0,0,positivo
'Porra @MichelTemer : Reajuste dos servidores e criação de mais cargos federais? Flexibilização do teto dos servidores? Tá de sacanagem??\n&#3;',0,0,0,0,neutro
'#PassaDilma Até o cabeleireiro de Dilma Rousseff foi pago com dinheiro roubado da Petrobras. https://t.co/I6AKzSrmxH\n&#3;',0,1,0,0,negativo
'Nestor Cerveró delata Dilma e filho de FHC em depoimento: O ministro Teori Zavascki  do Supremo Tribunal Fede... https://t.co/VGrtSjqBTO\n&#3;',1,0,0,0,positivo
'Nestor Cerveró delata Dilma e filho de FHC em depoimento: O ministro Teori Zavascki  do Supremo Tribunal Fede... https://t.co/mEOkyvWVy1\n&#3;',1,0,0,0,positivo
'#Terra Nestor Cerveró delata Dilma e filho de FHC em depoimento: O ministro Teori Zavascki  do Supremo Tribun... https://t.co/1TCM35hXBl\n&#3;',1,0,0,0,positivo
'"@infomoney: "Passou batido": sem alarde  Câmara cria mais de 14 mil cargos federais || #Fora Dilma# Fora Temer # Fora PT #Fora PMDB\n&#3;',0,0,1,2,negativo
'"@infomoney: "Passou batido": sem alarde  Câmara cria mais de 14 mil cargos federais || #Fora Dilma# Fora Temer # Fora PT #Fora PMDB\n&#3;',0,0,1,2,negativo
'Primeira viagem de Temer será pelo NE para inspecionar as obras da transposição e pode… https://t.co/cv4sc29USQ https://t.co/prAKjM3Hfa\n&#3;',0,0,1,0,positivo
'@luzflavia @MichelTemer @MMucke acho q o povo q pediu saída da dilma esta vendo q seguimos a passos largos pra onde o pt queria o caos...\n&#3;',0,0,0,1,negativo
'@luzflavia @MichelTemer @MMucke acho q o povo q pediu saída da dilma esta vendo q seguimos a passos largos pra onde o pt queria o caos...\n&#3;',0,0,0,1,negativo
'Tá tranquilo  tá favorável pro Temer #sqn https://t.co/9r8ztDdQeq\n&#3;',2,0,1,0,positivo
'@zalinamariacanc @wadih_damous @oBarbudinho @dilmabr https://t.co/rnvynXwCRv\n&#3;',0,0,0,0,neutro
'Governo gaúcho quer mais rodovia e novo aeroporto nos planos de PPPs do governo Temer https://t.co/uOFRfUUpJK\n&#3;',0,0,1,0,positivo
'Temer quer apressar impeachment por risco de perder votos no Senadohttps://t.co/4iK11XIaCl\n&#3;',0,0,2,0,positivo
'https://t.co/tRRD71usdM LISTA BERTIN-BUMLAI TRAZ TEMER  ALOYSIO E CAIADO #ForaTemer  https://t.co/jtqn0pRjGq\n&#3;',0,0,1,0,positivo
'https://t.co/tRRD71usdM LISTA BERTIN-BUMLAI TRAZ TEMER  ALOYSIO E CAIADO #ForaTemer  https://t.co/jtqn0pRjGq\n&#3;',0,0,1,0,positivo
'parabéns adoradores do grande pato amarelo  vcs foram enganados! Trouxas. https://t.co/3ohcv7QUiA\n&#3;',0,2,0,0,negativo
'Temer quer apressar impeachment por risco de perder votos no Senadohttps://t.co/rJQd1rIOVg\n&#3;',0,0,2,0,positivo
'MP: secretária de Temer integrou articulação criminosa e desviou R$ 4 mi | Brasil 24/7 https://t.co/9b1JXzeGeC via @brasil247\n&#3;',0,1,1,0,positivo
'Estadão: Dilma vai ao STF contra antecipação do impeachment  https://t.co/O9HyO8K9dG\n&#3;',0,0,0,0,neutro
'A coisa tá feia mesmo! Antes do Temer assumir  eu pagava R$ 7 88 por um desodorante Rollon Nivea. Percorri todos... https://t.co/5YpbhfCc59\n&#3;',0,1,1,0,positivo
'Que horas dilma volta?\n&#3;',0,0,0,0,neutro
'Hoje 03  Dilma visita Porto Alegre-RSAssentamento Eldorado e ato contra o golpe Esquina Democrática#VoltaDilma https://t.co/ei7r5tBrP7\n&#3;',0,0,0,0,neutro
'@RumoCertoSim @ptbrasil @MichelTemer @dilmabr e aí defensor de corruptos e golpistas vá até esse presidente ilegítimo e lamba a bota dele.\n&#3;',1,4,0,0,negativo
'@RumoCertoSim @ptbrasil @MichelTemer @dilmabr e aí defensor de corruptos e golpistas vá até esse presidente ilegítimo e lamba a bota dele.\n&#3;',1,4,0,0,negativo
'◤◥￣◤◥￣◤◥￣◤◥￣◤◥ A DILMA NÃO SABIA DA PROPRINA NA PETROBRAS◤◥￣◤◥￣◤◥￣◤◥￣◤◥É MENTIRAAAA◤◥￣◤◥￣◤◥￣◤◥￣◤◥\n&#3;',0,0,0,0,neutro
'Painel: Sem alarde  Câmara cria 14.419 cargos federais  quase quatro vezes o que Temer... https://t.co/4FIMqCbLOQ via @RosaDiniz_1\n&#3;',0,0,1,0,positivo
'Merval Pereira: esquema da Petrobras pagou despesas pessoais de Dilma https://t.co/P7rgeImI7B\n&#3;',0,0,0,0,neutro
'SÓ TEM CORRUPTOS NESSE DESGOVERNO #FORATEMER #TÔFORA https://t.co/XldFw2CMj1\n&#3;',0,1,0,0,negativo
'JUNTO DO REITOR TEM O CRUESP E O GOVERNADOR E AINDA LÁ EM CIMA TEM O TEMERE AQUI EMBAIXO TEM A LUTA  TEM A ARTE\n&#3;',0,0,1,0,positivo
'Cerveró denunciou a Dilma (mulher honesta).  E agora José?\n&#3;',1,0,0,0,positivo
'Pois é https://t.co/AdxAcFVERo\n&#3;',0,0,0,0,neutro
'ue mas o temer não ia fechar postos aí e agr surge a notícia q vai ter 14mil cargos federais????¿ kkkkkkjjj ele é mt boca mole mano\n&#3;',0,1,1,0,positivo
'E olha Cerveró entregando a Dilma. #PassaDilma sua cadela que late demais  vadia  e tem petista defendendo essa mãe do Capeta.\n&#3;',0,1,0,0,negativo
'🤔 https://t.co/buAcc70m8v\n&#3;',0,0,0,0,neutro
'Segundo O Globo  esquema da Petrobras pagou despesas pessoais de Dilma. Até viagens do cabeleireiro Celso Kamura... https://t.co/Pw3dwP04B0\n&#3;',0,0,0,0,neutro
'@xandaodalapa trouxa é teu passado (que elegeu a Dilma e o Temer)\n&#3;',0,1,1,0,positivo
'@xandaodalapa trouxa é teu passado (que elegeu a Dilma e o Temer)\n&#3;',0,1,1,0,positivo
'Eu quero mais é ver o circo pegar fogo. E a esquerda toda se fudendo. https://t.co/kxyKOF3S2J\n&#3;',0,0,0,0,neutro
'😃😃 Quanta "mamata" hein mamãe Dilma? E o povo "otário" pagando também esta conta! Dúvidas? Não!!!#VazaDilma https://t.co/ACJhQLinuw\n&#3;',0,0,0,0,neutro
'Os podres da "Santa" Dilma aparecendo.Xô!\n&#3;',0,1,0,0,negativo
'Propina com laquê. Viagens e conta do cabeleireiro de Dilma do Rio até Brasília eram pagas… https://t.co/70fsOYmT6Q https://t.co/Ks0f1JTxqT\n&#3;',0,0,0,0,neutro
'@OGloboPolitica Este é o lixo corrupto e canalha q a #GloboGolpista impôs ao país  com um GOLPE na honrada Dilma https://t.co/STmvHpszVL\n&#3;',1,2,0,1,negativo
'Melô da Secretaria de Temer:"Q trabalha o dia inteiro cmg  to correnso grande perigo  de ir parar no tribunal" 🎶 kkk https://t.co/WRCVHTeFws\n&#3;',0,0,0,0,neutro
'@o_antagonista @diogomainardi @dilmabr o japonês que vira será outro...\n&#3;',0,0,0,0,neutro
'Sérgio Moro neles! https://t.co/em7ghoYQ7y\n&#3;',0,0,0,0,neutro
'Comissão rejeita incluir áudios de Machado na defesa de Dilma https://t.co/gBOkrzypQR\n&#3;',0,0,0,0,neutro
'#HoyEnNodal #Brasil: mujeres se movilizan en respaldo a #Dilma y el gobierno de Temer expresa “preocupación” por la votación del impeachment\n&#3;',0,0,1,0,positivo
'#HoyEnNodal #Brasil: mujeres se movilizan en respaldo a #Dilma y el gobierno de Temer expresa “preocupación” por la votación del impeachment\n&#3;',0,0,1,0,positivo
'Desvio de dinheiro em contrato da Presidência para pagar dívida da campanha de Dilma em 2014  https://t.co/wTfF2uYO2Z\n&#3;',0,0,0,0,neutro
'"@TerraNoticiasBR: Nestor Cerveró delata Dilma e filho de FHC em depoimentohttps://t.co/92l5zSPfg9 https://t.co/RdLnfe6SKc" PETISTAS ????\n&#3;',0,0,0,0,neutro
'Qual será o acordo com Moro?Deve ter ameaçado a família dele.Quero ver o @STF_oficial aceitar isso Moro coage direto https://t.co/ltHzpREK1i\n&#3;',1,0,0,1,positivo
'E aí @dilmabr a sra cuidou bem dos meninos?@ptbrasil @gleisi @vanessasenadora @fatimabezerra Cerveró disse que cuidou muito bem...\n&#3;',0,0,0,0,neutro
'@Estadao @fausto_macedo DILMA MENTIROSA TRAIDORA  SEM MORAL SEM CARÁTER  Nós brasileiros queremos  DILMA LULA na CADEIA GOLPISTAS CORRUPTOS\n&#3;',0,1,0,0,negativo
'Vai ver tem empregos  bons salários. Não tem violência no Rio não é? 😁😁😁😁 https://t.co/3VghcfrAbz\n&#3;',1,0,0,0,positivo
'Vai ver tem empregos  bons salários. Não tem violência no Rio não é? 😁😁😁😁 https://t.co/3VghcfrAbz\n&#3;',1,0,0,0,positivo
'https://t.co/tRRD71usdM LISTA BERTIN-BUMLAI TRAZ TEMER  ALOYSIO E CAIADO #ForaTemer  https://t.co/ilv2H81aci\n&#3;',0,0,1,0,positivo
'Em um mês de governo  a secretária de Temer e quarto membro do ministerio preste a cair... Nada de Ordem e Progresso\n&#3;',0,0,1,1,neutro
'@luzflavia @MichelTemer @MMucke e temer inútil com rabo entre as pernas tá fazendo td q não era pra fazer ele mostrou q não tem pulso\n&#3;',0,1,1,0,positivo
'Não há dúvidas de que complô contra Dilma envolveu políticos e Supremo; por André Barrocal https://t.co/QWi7SjgAS5\n&#3;',0,0,0,0,neutro
'Não há dúvidas de que complô contra Dilma envolveu políticos e Supremo; por André Barrocal https://t.co/ErWAif71Su\n&#3;',0,0,0,0,neutro
'@gustavokov @JornalOGlobo como será q era esse "teleprompter especial" para Dilma? Em todo caso   parece q não ajudava muito\n&#3;',0,0,0,0,neutro
'A Temer  Renan Filho quer dois anos de moratória da dívida pública https://t.co/woxP7YwKPa\n&#3;',0,0,1,0,positivo
'Não há dúvidas de que complô contra Dilma envolveu políticos e Supremo; por André Barrocal https://t.co/QWi7SiYZtv https://t.co/5twuV3zhRq\n&#3;',0,0,0,0,neutro
'Ministro sugere que servidores da CGU sem identificação com Temer deixem os cargos  https://t.co/r44wFntKIi via @Estadao\n&#3;',0,0,1,0,positivo
'Não há dúvidas de que complô contra Dilma envolveu políticos e Supremo; por André Barrocal https://t.co/QWi7SiYZtv https://t.co/pEF11yzhO0\n&#3;',0,0,0,0,neutro
'@TerraNoticiasBR Ele supõe a Dilma soubesse mas não é isso q mídia golpista espalha ... https://t.co/Js1fmG0rjT\n&#3;',0,1,0,0,negativo
'alguém cita algum indicado por temer que não tenha envolvimento com nada criminoso? https://t.co/IbvpxZSO3V\n&#3;',0,1,1,0,positivo
'Senador do PT comemora o alto desemprego no governo Temer  mas dados eram do governo Dilma https://t.co/A4LrvYxpjV\n&#3;',2,0,1,0,positivo
'Senador do PT comemora o alto desemprego no governo Temer  mas dados eram do governo Dilma https://t.co/A4LrvYxpjV\n&#3;',2,0,1,0,positivo
'Após golpe  eurodeputados exigem fim de acordo entre União Europeia e Mercosul: @MichelTemer não... https://t.co/CzhNGYJvlY via @ptbrasil\n&#3;',0,0,0,0,neutro
'#PassaDilma https://t.co/1VhG6gwcz5\n&#3;',0,0,0,0,neutro
'Ministro diz que Dilma passou “cheque sem fundos” no Minha Casa Minha Vida https://t.co/mmE7ZGYbw5\n&#3;',0,0,0,0,neutro
'Tenho observado que os movimentos fora Dilma pararám. Acredito que por desconhecimento. O senado não é confiável. https://t.co/ealwZ2XhUw\n&#3;',1,0,1,1,positivo
