@relation sentimental-analizer


@attribute texto string
@attribute quantAdjetivoPositivo numeric
@attribute quantAdjetivoNegativo numeric
@attribute quantVerboPositivo numeric
@attribute quantVerboNegativo numeric
@attribute classTrain {positivo, negativo, neutro}


@DATA
'June 03  2016 at 06:20AM Dilma: Golpe é a tirania dos mais corruptos https://t.co/vcsJsAmiwR via YouTube\n&#3;',0,1,0,0,negativo
'@100underwood @cap_FabioAraujo @CLUIZBORGES @ptbrasil @dilmabr @BarbaNegra_mau @CapitaoHarris @Fascista1964 duvido https://t.co/HUyYqI9PKF\n&#3;',0,0,1,0,positivo
'Guilherme Weber no Jo:"e como não deu tempo de falar  pra terminar: FORA TEMER"ahsuahsuashuashaushaushas\n&#3;',0,0,0,1,negativo
'Guilherme Webber se despedindo do Jô: “Fora Temer” kkkkkkk\n&#3;',0,0,0,0,neutro
'Guilherme Weber mandando um fora Temer no JÔ e sendo muito aplaudido\n&#3;',0,0,2,1,positivo
'O cara termina a entrevista falando "Fora Temer".  #Arrazô\n&#3;',0,0,0,0,neutro
'Esses conchavos é que preocupam! Ou Temer se liberta da esquerda ou votaremos a estaca zero...\n&#3;',1,0,2,0,positivo
'guilherme weber acabou mandar "fora temer" no programa do jô😆\n&#3;',0,0,0,0,neutro
'BRASILEIROS DESACREDITAM DO STF... O POVO TEM DE INVADIR O STF E ARRANCAR OS MINISTROS DE LULA/DILMA DE LÁ... https://t.co/69zmFRS6VD\n&#3;',0,0,2,0,positivo
'Guilherme Weber mitando no @ProgramadoJo: Fora Temer! Hahahahahaha\n&#3;',0,0,1,1,neutro
'Dilma condena cultura do estupro e segregação social em ato de mulheres no Rio:  https://t.co/E2GXzYonNx\n&#3;',0,0,1,0,positivo
'Dilma condena cultura do estupro e segregação social em ato de mulheres no Rio:  https://t.co/lOoNtEJTqV\n&#3;',0,0,1,0,positivo
'Guilherme Weber mandando um "fora temer" no programa do Jô  vivi para ver isso\n&#3;',0,0,0,0,neutro
'Dilma condena cultura do estupro e segregação social em ato de mulheres no Rio:  https://t.co/8B647tBQqg\n&#3;',0,0,1,0,positivo
'O cara no Jô falando "fora temer"Arrasou viado\n&#3;',0,0,0,0,neutro
'AHAHAHAH Guilherme Weber encerrando a entrevista no Jô:- Conversei aqui com Guilherme Weber.- Jô..foi um prazer. Mto obrigado e Fora Temer\n&#3;',0,1,1,1,negativo
'La costumbre a temer. Aferrarnos al miedo para no mirar de cara al deseo. Seguir escapando de lo que no te persigue. Eso es perder.\n&#3;',0,0,2,0,positivo
'Guilherme Weber dando entrevista e acaba falando "Fora Temer" hahahaaha amei demais\n&#3;',0,0,1,0,positivo
'O cara mandou um "Fora Temer" no programa do Jô kkkkkk\n&#3;',0,0,0,0,neutro
'Catanhêde: não tem Cerra vai Temer mesmo! https://t.co/tMrWgLEzS0\n&#3;',0,0,1,0,positivo
'O maluco acabou de soltar um "fora Temer" em rede nacional no Jô  rachei o bico.\n&#3;',0,1,1,0,positivo
'Ministro diz que Dilma passou “cheque sem fundos” no Minha Casa  Minha Vida https://t.co/CvjOSUnOhZ\n&#3;',0,0,0,0,neutro
'@arnaldosaccoman a equipe do Temer não eram "só os TOPS"?\n&#3;',0,0,1,0,positivo
'Guilherme Weber mandando um "Fora Temer" no Jô.\n&#3;',0,0,0,0,neutro
'Guilherme Weber mandou um "fora Temer" no Programa do Jô haha\n&#3;',0,0,0,0,neutro
'SP 64% aecio  desgov. alcmin  serra  fhc  temer  aloisio  maluf  fora Dilma. SP 20% do povo d Brasil. Floyd o Brasil https://t.co/9OQzHUbCXV\n&#3;',0,0,1,1,neutro
'SP 64% aecio  desgov. alcmin  serra  fhc  temer  aloisio  maluf  fora Dilma. SP 20% do povo d Brasil. Floyd o Brasil https://t.co/9OQzHUbCXV\n&#3;',0,0,1,1,neutro
'O ator Guilherme Weber  no Programa do Jô  encerra sua boa entrevista com uma frase: "Jô  Fora Temer!" #ForaTemer\n&#3;',1,0,0,1,positivo
'Temer está covarde demais\n&#3;',0,1,1,0,positivo
'Sétimo: Anastasia não considera áudios de Jucá. Oitavo: Jucá disse a Machado que era pra tirar Dilma. Nono: Parente nomeado para Petrobras.\n&#3;',1,0,0,0,positivo
'Y Guilherme Weber  no finalzinho da entrev pro Jô  manda um Fora Temer. E a plateia aplaude. Palmas pra ele.\n&#3;',0,0,2,1,positivo
'Tijolaço: “Mas o país não estava quebrado  Temer?” https://t.co/d60IA1UxzA\n&#3;',0,1,0,0,negativo
'Brazil Acting President Pushes For Quick Dilma Rousseff Impeachment\n&#3;',0,0,0,0,neutro
'Brazil Acting President Pushes For Quick Dilma Rousseff Impeachment https://t.co/SpGa5HPzpR\n&#3;',0,0,0,0,neutro
'gente e hj que me parou um senhorzinho e me disse "vc viu o decreto do temer" aí eu "ksks qual" ai ele "moça bonita não pode fumar" aí eu 😂👌\n&#3;',1,0,0,0,positivo
'Que saudade da Dilma\n&#3;',0,0,0,0,neutro
'Esse Fora Temer foi o melhor hahahah guiherme weber t amo\n&#3;',1,0,1,0,positivo
'Aí você está assistindo o Jô e no final o entrevistado solta um "Fora Temer". <3\n&#3;',0,0,1,0,positivo
'"Temer al amor es temer a la vida  y los que temen a la vida ya estan medio muertos" -Bertrand Russell\n&#3;',0,0,1,0,positivo
'Se Temer vai gastar 58 bi com aumento de salário dos três poderes  imagina quanto não vai gastar com a mídia que é o quarto poder.\n&#3;',0,0,1,0,positivo
'Eis que o ator que o Jo Soares entrevistava fala no fim "Fora  Temer".\n&#3;',0,0,0,0,neutro
'Quem é Temer? https://t.co/eMG0JsnVRK\n&#3;',0,0,1,0,positivo
'Ator que imita Dilma Rousseff dá a melhor resposta ao último vídeo de Feliciano  https://t.co/tXrd9pEBSc via @CatracaLivre FALOU TUDO! Sem +\n&#3;',1,0,0,1,positivo
'Vai tomar tanto tijolo na cara esse golpista  que não vai ter botox que preencha !! https://t.co/UDX4ArtOsM\n&#3;',0,1,0,0,negativo
'#BRASIL | @dilmabr: Los golpistas intentan destruir la democracia https://t.co/elKacrhVRs\n&#3;',0,1,0,1,negativo
'Mesmo prq já vimos q isto Ñ DEU CERTO.ADIANTOU MUITO NO GOV. DILMA Q QUEBROU BRASIL?P/nós chega d babaquice \o/🇧🇷 https://t.co/fuh5cdCN2b\n&#3;',0,0,0,1,negativo
'Guilherme Verber  ator da Globo... acaba de soltar um: Fora Temer no programa do Jô.... que por sua vez ficou sem... https://t.co/UvTz2RnnXH\n&#3;',0,0,2,1,positivo
'@vitoriadircksen estequiometria parece o discurso do temer. muito bonito porém satânico\n&#3;',1,1,1,0,positivo
'Guilherme Weber maravilhoso no programa do Jô e ainda mandou um "Fora Temer" 👏👏👏👏👏 https://t.co/dwdlZLdcLV\n&#3;',1,0,0,0,positivo
'Gostei de um vídeo @YouTube https://t.co/vGofajeAWCé Eduardo Cardozo vai continuar como advogado de Dilma Rousseff\n&#3;',0,0,1,0,positivo
'Gostei de um vídeo @YouTube de @seuamigogringo https://t.co/szgBsOfQQP O QUE OS GRINGOS ACHAM DO SILVIO SANTOS  DILMA E BOLSONARO |\n&#3;',1,1,1,0,positivo
'Vai se ferrar!! A guria tava fazendo baderna  tem que ser repreendida e deu. Baderneiro é baderneiro!!! https://t.co/IZany0QY3X\n&#3;',0,0,0,0,neutro
'#Mundo ¡Teme hostigamientos! Michel Temer cerca con vallas su residencia particular https://t.co/RMb62YGPLW https://t.co/SGxV9Ug0wK\n&#3;',0,0,1,0,positivo
'#impeachmentjá @dilmabr  https://t.co/T3eCfNCNKW\n&#3;',0,0,0,0,neutro
'"Jô muito obrigado por tudo. Só mais uma coisa: Fora Temer" Melhor momento! #ProgramadoJô com o ator Guilherme Weber #ForaTemer\n&#3;',1,1,0,1,negativo
'Crise? Com aval de Temer  Câmara aprova reajustes salariais com impacto BILIONÁRIO https://t.co/FHge3RyHQ7\n&#3;',0,0,1,0,positivo
'#Mundo ¡Teme hostigamientos! Michel Temer cerca con vallas su residencia particular https://t.co/dueOkZTTFW https://t.co/rwECD1cxWQ\n&#3;',0,0,1,0,positivo
'Gilmar Mendes participa de evento com Temer e o elogia  almoça com Serra  livra o Aécio duas vezes e muita gente finge não ver.\n&#3;',0,0,3,1,positivo
'Cientista político vê como &#039;pouco provável&#039; volta de Dilma  mas não aprova governo Temer -  https://t.co/IYVTvSP15d\n&#3;',0,0,1,0,positivo
'#Mundo ¡Teme hostigamientos! Michel Temer cerca con vallas su residencia particular https://t.co/VdGZRn8rvU https://t.co/X9bHy1gc9w\n&#3;',0,0,1,0,positivo
'Cientista político vê como &#039;pouco provável&#039; volta de Dilma  mas não aprova governo Temer -  https://t.co/IYVTvSP15d\n&#3;',0,0,1,0,positivo
'Como eh que pode algum senador está pensando em mudar para votar contra o impeachment? #RomarioPipoqueiro https://t.co/VXUVZIWZ65\n&#3;',0,0,1,0,positivo
'Gente o ator Guilherme agora no jô se despediu com um fora temer. ...o jô ficou com cara de tacho. ..ameeeeeei\n&#3;',0,0,1,1,neutro
'O Guilherme Weber ganhou um papel ma peça do Jô dai foi só ele dizer Fora Temer que perdeu o papel hehehe\n&#3;',0,0,2,2,neutro
'Guilherme Weber e suas ultimas e maravilhosas palavras no #programadojô "FORA TEMER"\n&#3;',1,0,0,0,positivo
'@LGavaza se n lê.fica ruim defender.dilma foi eleita a lider+decepcionante do mundo!ela conseguiu essa proeza isso é ser péssima adm.\n&#3;',0,2,0,0,negativo
'Guilherme Weber acaba programa do Jô com FORA TEMER - Amo esse homem <3\n&#3;',0,0,2,1,positivo
'Guilherme Weber lacrou no final da sua entrevista no programa do Jô kkkkk madou um "fora temer" em pela globooo kkkkkk AMOOOO\n&#3;',0,0,0,0,neutro
'Maravilhoso ver o Caco no Jô e mais ainda ver o Guilherme Weber falar: "Fora Temer!"\n&#3;',1,0,0,0,positivo
'Nos gov Lula e Dilma sempre foi antecipado para agosto o pagamento do décimo terceiro aos aposentados.Temer acaba de cancelar a antecipação.\n&#3;',0,0,0,0,neutro
'Nos gov Lula e Dilma sempre foi antecipado para agosto o pagamento do décimo terceiro aos aposentados.Temer acaba de cancelar a antecipação.\n&#3;',0,0,0,0,neutro
'Adorei o "Fora Temer!" do Guilherme Weber no Programa do Jô! 😁👍#ForaTemer\n&#3;',0,0,1,0,positivo
'@dilmabr  https://t.co/4UqhSZuXyP\n&#3;',0,0,0,0,neutro
'O cara  do nada  meteu um "fora Temer" no fim da entrevista no Jô Soares. Nem tudo está perdido...\n&#3;',0,1,0,0,negativo
'Rede Globo esconde as manifestações das mulheres! https://t.co/qjcUtJoWd8\n&#3;',0,0,0,1,negativo
'"Fora Temer!" ator Guilherme Weber entrevistado no programa do Jô. 👏👏\n&#3;',0,0,0,0,neutro
'Guilherme Weber largou um "Fora Temer" no final da entrevista no Programa do Jô.\n&#3;',0,0,0,0,neutro
'Guilherme Weber  em suas palavras finais no programa do Jô  solta um "Fora   Temer!" sem exaltação.  ❤\n&#3;',0,0,1,0,positivo
'LA JORNADA: Temer y Macri: el cinismo corriente https://t.co/mU92A9nYO7 vía @omartodavia\n&#3;',0,0,1,0,positivo
'Temer não pode mexer em Ideli Salvatti - @idelisalvatti do Petrolão #ORCRIM https://t.co/H0M4kc4Dda via: @o_antagonista\n&#3;',0,0,1,0,positivo
'Logo lançou um "Fora Temer"\n&#3;',0,0,0,0,neutro
'@alclaudio1 @jfelipebv @sidneicas @IgorG_B__ @b_ferri kkkkk! N entendi para sou mto burra retardada! Vcs botaram temer la! Decorativo p nos!\n&#3;',0,2,1,0,positivo
'No Ato da mulherada  na Praça XV Ridijanero   Dilma mantendo o direito de uma moça que pelo que deu a entender da... https://t.co/hu3F3LuEeY\n&#3;',1,0,0,0,positivo
'"Agora só dá erva-daninha no chão que ele pisou" https://t.co/rdnyFl4lZp\n&#3;',0,0,0,0,neutro
'guilherme weber acabou de mandar um FORA TEMER no Jô ❤️\n&#3;',0,0,1,1,neutro
'FORA TEMER!!!!\n&#3;',0,0,1,1,neutro
'CLARO PORQUE LE CORTAN LAS PELOTAS Y LE SALTAN TODOS LOS CHANCHUYOS. https://t.co/CpVVJf1aKW\n&#3;',0,0,0,0,neutro
'CLARO PORQUE LE CORTAN LAS PELOTAS Y LE SALTAN TODOS LOS CHANCHUYOS. https://t.co/CpVVJf1aKW\n&#3;',0,0,0,0,neutro
'TEM UM FAMOSINHOS QUE SE ACHAM OS FODOES DE FALAR NA TVFORA TEMERFORA DILMACARALHO A QUATROCOMO SE REALMENTE JURIDICAMENTE FOSSEMOS...\n&#3;',0,0,0,0,neutro
'TEM UM FAMOSINHOS QUE SE ACHAM OS FODOES DE FALAR NA TVFORA TEMERFORA DILMACARALHO A QUATROCOMO SE REALMENTE JURIDICAMENTE FOSSEMOS...\n&#3;',0,0,0,0,neutro
'Isso quer dizer q se a Dilma voltar  o Brasil irá firme para se tornar uma gde Venezuela  sucateado e impregnado de crimes. #impeachmentja\n&#3;',1,1,0,0,neutro
'#OJogoNoFioDaNavalha  https://t.co/gkJXIe7TMx\n&#3;',0,0,0,0,neutro
'isso parece aquelas gincanas  do telefone sem fio https://t.co/xeU5fM5YBN\n&#3;',0,0,0,0,neutro
'Guilherme Weber maravilhoso no Programa Jô... Ainda fechou com um incrível "Fora Temer" ❤️\n&#3;',2,0,0,0,positivo
'O ator Guilherme Weber mandou um "fora Temer" no final de sua entrevista no #ProgramaDoJô\n&#3;',0,0,0,0,neutro
'@teleSURtv Este man de Temer y Macri están a horas de salir por la puerta de ingreso del personal\n&#3;',0,0,1,0,positivo
'@GloboNews @BlogdoNoblat @dilmabr Presepada ridícula de gente desocupada!\n&#3;',0,2,0,0,negativo
'Mais uma da série: "um título bem elaborado vale mais do que a matéria"... https://t.co/vXmdvuK9NS\n&#3;',0,0,0,0,neutro
'guilherme weber encerrou a entrevista no jô da melhor forma e com a melhor mensagem: FORA TEMER\n&#3;',2,0,1,1,positivo
'Primeiramente  #ForaTemer https://t.co/YoAqxTTJfM\n&#3;',0,0,0,0,neutro
'DISPAROU: Ciro diz que Temer é chefe de quadrilha e tomou de assalto o Brasil https://t.co/qGoDCaDLLF via @Click Política\n&#3;',0,0,1,1,neutro
'#LulaPreso #lulanacadeia  https://t.co/EelxOLBLy5\n&#3;',0,0,0,0,neutro
'Guilherme Webbe acabou de soltar um "Fora Temer" no Programa do Jo hahaha  amo\n&#3;',0,0,2,0,positivo
'AS ELEIÇÕES AMERICANAS TÃO DESASTROSAS NÉ BERNIE SANDERS É IDIOTATRUMP É MALUCOHILLARY É UMA DILMA DA VIDA\n&#3;',0,1,0,0,negativo
'Boa noite  primeiramente fora temer.\n&#3;',1,0,1,1,positivo
'Vc sou eu kkkkk https://t.co/iWVklQSjDF\n&#3;',0,0,0,0,neutro
'guilherme weber no jô falando sobre cinema  teatro etc. Assim que o jô encerrou a entrevista o guilherme: fora temer!! risosss\n&#3;',0,0,1,1,neutro
'Vem ai o Minha Casa  Minha Vida do governo Temer. Sem fraudes  sem MST  sem CUT e sem MTST https://t.co/qZWxp2ciGv via @\n&#3;',0,0,1,0,positivo
'@donaalface @dilmabr concordo seria o caos generalizado se ela voltar e peço a Deus que ele não permita isso!\n&#3;',0,0,0,0,neutro
'Guilherme Weber mandando um fora temer na entrevista 👏👏👏👏 #ProgramadoJo #ForaTemer\n&#3;',0,0,1,1,neutro
'Guilherme Webber acabou de soltar um "Fora Temer" no Programa do Jo hahaha  amo\n&#3;',0,0,2,0,positivo
'BRASIL: Temer quiere adelantar la sentencia del juicio político contra Rousseff https://t.co/lEKToTtyG2 https://t.co/ogLTY3MspU\n&#3;',0,0,1,0,positivo
'eu nao acredito que fui picado por uma PULGAFORA TEMER CARALHO\n&#3;',0,1,2,0,positivo
'@Ticostacruz Som da Madrugada bacana é aquele som da Corrupção que Dilma cometeu na Petrobras e você faz questão de proteger essa bandida.\n&#3;',1,1,0,0,neutro
'Sem Dilma  Anatel volta atrás e não vai impedir operadoras de limitar internet fixa https://t.co/fgPjEInzma\n&#3;',0,0,0,0,neutro
'5º: Temer quer evitar Dilma em Olimpíadas. 6º: estupro é tratado por Temer com pouco caso. 7º: secretária é contra aborto.\n&#3;',1,0,3,0,positivo
'5º: Temer quer evitar Dilma em Olimpíadas. 6º: estupro é tratado por Temer com pouco caso. 7º: secretária é contra aborto.\n&#3;',1,0,3,0,positivo
'Base de Temer deve aprovar megarreajuste com impacto de R$ 58 bi https://t.co/YjOpuWp4HZ\n&#3;',0,0,1,0,positivo
'Se o IMPEACHMENT não for realizado em até 180 dias @dilmabr voltará\n&#3;',1,0,0,0,positivo
'10º: Interino da Transparência pego em áudio. 11º: Delação da OAS trava após não citar Lula. 12º: Temer promete repensar MC/MV\n&#3;',0,0,1,0,positivo
'@o_antagonista @MichelTemer  É só promessa..................... quer ver?\n&#3;',0,0,0,0,neutro
'Volta Dilma! https://t.co/WcHSLwUylZ\n&#3;',0,0,0,0,neutro
'Presidente do Bradesco era informado sobre ações ilícitas no Carf  diz PF. Dilma trambique queria Trabuco mi.. https://t.co/AgDaf85fxg\n&#3;',0,1,0,0,negativo
'Marqueteiro de Lula e Dilma será alvo de nova operação da Polícia Federal https://t.co/f5yxtduGLh\n&#3;',0,0,0,0,neutro
'@RomarioOnze veja como está a Venezuela. Se Dilma volta é  nisso q nos transformarmos.so no Centro do RJ 600 las fechadas. Pense nisso\n&#3;',0,1,0,0,negativo
'@thalytakaroline Tu que sumiu Temer\n&#3;',0,0,1,0,positivo
'@Ciro2018 @mariana_godoy perguntem ao traidor Picciani...com qual desfazer se faz a defesa do Governo Dilma  e assume um ministério interino\n&#3;',0,1,0,0,negativo
'Moro afirma: Governo Temer está no caminho certo e isso facilitará nosso trabalho https://t.co/C66xx9ffV6\n&#3;',1,0,1,0,positivo
'Traidor e golpista. https://t.co/Gdt71chCMP\n&#3;',0,2,0,0,negativo
'Senador do PT comemora o alto desemprego no governo Temer  mas dados eram do governo Dilma https://t.co/1W6bNDwB5r\n&#3;',2,0,1,0,positivo
'Senador do PT comemora o alto desemprego no governo Temer  mas dados eram do governo Dilma https://t.co/1W6bNDwB5r\n&#3;',2,0,1,0,positivo
'Baita foto #DilmaGuerreira https://t.co/mDs2msaGBA\n&#3;',0,0,0,0,neutro
'8º: Anastasia não considera áudios de Jucá. 9º: Jucá disse a Machado que era pra tirar Dilma. 10º: Parente nomeado para Petrobras.\n&#3;',1,0,0,0,positivo
'primeiramente fora temer\n&#3;',0,0,1,1,neutro
'BRN -  Brazils acting president struggles after tough start: Brazils acting President Michel Temer arrives for… https://t.co/fEsRS7Ihq7\n&#3;',0,0,1,0,positivo
'É muita programação em junho pra pouca Dilma impeachmentmada\n&#3;',0,0,0,0,neutro
'#MovidaEnFacebook: Definen fechas para el juicio político contra Rousseff https://t.co/SnZafA7rdC @dilmabr #Brasil\n&#3;',0,0,0,0,neutro
'Depois dos EUA  governo da Alemanha afirma: Trabalharemos juntos com Temer https://t.co/u1vE5a8I1D\n&#3;',0,0,0,0,neutro
'Divulgados audios de Machado e Temer: >Machado:- e então Temer  e aqueles [censored] q vc pegou? >Temer:-eu repilo  foram só [inaudível]\n&#3;',0,0,3,0,positivo
'"n deu tempo de falar mas fora temer" hauahaua adorei\n&#3;',0,0,1,1,neutro
'Nem um segundo de paz!@MichelTemer vai pagar pelo que fez!#ForaTemer\n&#3;',0,0,0,0,neutro
'Que significa temer a Dios? https://t.co/wGdPsXLZe7\n&#3;',0,0,1,0,positivo
'Planalto usou contrato para pagar dívida de campanha de Dilma  diz empresário https://t.co/FyNvDaWzA2\n&#3;',0,0,0,1,negativo
'enfim não me importo muito. a vida sem risadas é muito pesada - dilma\n&#3;',0,0,0,0,neutro
'hj pensei muitas fezes em desistir.... ai lembrei do temer falano "n fale em crise  trabalhe" e li metade do livro obrigatório em pé no buso\n&#3;',0,0,3,0,positivo
'Guilherme Webber com esse Fora Temer no meio do Programa do Jô vai ganhar o ódio da reaçada  o que no caso é um elogio.\n&#3;',0,0,1,2,negativo
'#Protesto #Dilma #PortoAlegre https://t.co/E2PsxD8BhP\n&#3;',0,0,0,0,neutro
'DÉFICIT NAS CONTAS DO BRASIL DE 200 BILHÕES E O GOVERNO DO #TEMER APROVA AUMENTO P/ O STF QUE PASSA P/ 40.000 OS SALÁRIOS. @marisascruz\n&#3;',0,0,0,0,neutro
'10º: Interino da Transparência pego em áudio. 11º: Delação da OAS trava após não citar Lula. 12º: Temer promete repensar MC/MV\n&#3;',0,0,1,0,positivo
'@LGavaza ele ate confirmou q a graca foster estava como presidente para defender o interesse d dilma ... ela tbm sabia dos desvios  todos!\n&#3;',0,0,0,0,neutro
'Amén. https://t.co/eK5npUJPQg\n&#3;',0,0,0,0,neutro
'Impeachment está saindo mto caro! Esperemos q  depois povo seja recompensado pelo sacrifício! Aumento veio d Dilma! https://t.co/5kkX08Fzcj\n&#3;',0,0,0,0,neutro
'DÉFICIT NAS CONTAS DO BRASIL DE 200 BILHÕES E O GOVERNO DO #TEMER APROVA AUMENTO P/ O STF QUE PASSA P/ 40.000 OS SALÁRIOS. @BetoCosta__\n&#3;',0,0,0,0,neutro
'@dilmabr esse é o seu advogado de defesa? E agora como fica? https://t.co/lJTqfRGx4O\n&#3;',0,0,0,0,neutro
'Ator Guilherme Weber mandou um "Fora Temer!" em rede nacional em pleno Programa do Jô! na emissora golpista.\n&#3;',0,1,0,0,negativo
'DÉFICIT NAS CONTAS DO BRASIL DE 200 BILHÕES E O GOVERNO DO #TEMER APROVA AUMENTO P/ O STF QUE PASSA P/ 40.000 OS SALÁRIOS. @jose_neumanne\n&#3;',0,0,0,0,neutro
'Expressão do sentimento de vergonha dos fora Dilma. Massa de manobra do Golpe  gritem agora pessoas #VoltaDilma https://t.co/5keYbfSszo\n&#3;',0,0,0,2,negativo
'https://t.co/63KoeI57eU Esta Dilma agora não  mais correta a mulher ilibada como diz sempre o PT e o PCdoB uma mentirosa  isso sim\n&#3;',2,1,0,0,positivo
'Avalie o governo Temer e concorra a um iPhone https://t.co/PXTIv4vgCT\n&#3;',0,0,1,0,positivo
'E taí o Fora Temer do Guilherme Weber. Palmas pra ele https://t.co/dQEUCGt1LD\n&#3;',0,0,1,1,neutro
'DÉFICIT NAS CONTAS DO BRASIL DE 200 BILHÕES E O GOVERNO DO #TEMER APROVA AUMENTO P/ O STF QUE PASSA P/ 40.000 OS SALÁRIOS. @o_antagonista\n&#3;',0,0,0,0,neutro
'@Leoni_a_jato @cynaramenezes Dilma não tem nada  quem tá atolado até o pescoço escapa!! Palhaçada\n&#3;',0,1,0,0,negativo
'@STF_oficial e? https://t.co/Vve2UKXoES\n&#3;',0,0,0,0,neutro
'Melhor momento: Guilherme Weber no final da entrevista diz "ah  Jô  antes que eu me esqueça  Fora Temer".\n&#3;',1,0,0,1,positivo
'DÉFICIT NAS CONTAS DO BRASIL DE 200 BILHÕES E O GOVERNO DO #TEMER APROVA AUMENTO P/ O STF QUE PASSA P/ 40.000 OS SALÁRIOS. @reinaldoazevedo\n&#3;',0,0,0,0,neutro
'Em carta  Dilma assina compromisso contra o aborto  https://t.co/kIAueePut8\n&#3;',0,0,0,0,neutro
'Congresso derruba veto de Dilma a voto impresso - Política - Estadão https://t.co/fUeAAK6K95\n&#3;',0,0,2,0,positivo
'Gostei de um vídeo @YouTube https://t.co/NrPcnywCEM: Se Dilma voltar  o Brasil vai virar uma Venezuela\n&#3;',0,0,1,0,positivo
'Volta logo  Dilma! Socorroooooooo! https://t.co/SiMY4IN1Fx\n&#3;',0,0,0,0,neutro
'Presidente do Bradesco era informado sobre ações ilícitas no Carf  diz PF. Dilma trambique queria Trabuco mi.. https://t.co/4nUlTK2Ncw\n&#3;',0,1,0,0,negativo
'DÉFICIT NAS CONTAS DO BRASIL DE 200 BILHÕES E O GOVERNO DO #TEMER APROVA AUMENTO P/ O STF QUE PASSA P/ 40.000 OS SALÁRIOS. @SakaSakamori\n&#3;',0,0,0,0,neutro
'Esa frase de Carl Gustav Jung es correcta aunque la gente suele temer a la soledad...\n&#3;',1,0,1,0,positivo
'DÉFICIT NAS CONTAS DO BRASIL DE 200 BILHÕES E O GOVERNO DO #TEMER APROVA AUMENTO P/ O STF QUE PASSA P/ 40.000 OS SALÁRIOS. @BahiaClub\n&#3;',0,0,0,0,neutro
'Ya no hay nada qué temer ya no hay nada qué enseñar se precipita mi debilidad hacia la noche lenta del amor\n&#3;',0,1,1,1,negativo
'@GsZambrota o Temer disse que pode então dmr 😂😂😂😂😂\n&#3;',0,0,1,0,positivo
'UMA EXPLOSÃO CHAMADA MARCELO ODEBRECHT: Abriu a boca e destruiu PT  Lula e Dilma! https://t.co/1RUblQOcd8\n&#3;',1,0,1,0,positivo
'Guilherme Weber dizendo Fora Temer em plena Globo  foi sensacional.\n&#3;',1,0,1,1,positivo
'VIDEO - Brazil: Clashes in Sao Paulo as protesters storm Temer’s regional offices https://t.co/Gynm1EERJ4 via @YouTube\n&#3;',0,0,0,0,neutro
'DÉFICIT NAS CONTAS DO BRASIL DE 200 BILHÕES E O GOVERNO DO #TEMER APROVA AUMENTO P/ O STF QUE PASSA P/ 40.000 OS SALÁRIOS. @laviniagondim\n&#3;',0,0,0,0,neutro
'@sbtjornalismo @MichelTemer #ForaTemerGolpista\n&#3;',0,0,0,0,neutro
'Defesa de Dilma é rejeitada e Cardozo abandona reunião da Comissão do Impeachment https://t.co/1y54JrcRgP\n&#3;',0,1,0,1,negativo
'@sbtjornalismo @MichelTemer #ForaTemerGolpista #ForaTemerGolpista\n&#3;',0,0,0,0,neutro
'@sbtjornalismo @MichelTemer #ForaTemerGolpista\n&#3;',0,0,0,0,neutro
'@sbtjornalismo @MichelTemer #ForaTemerGolpista\n&#3;',0,0,0,0,neutro
'Temer y Macri  cinismo corriente https://t.co/mU92A9nYO7 vía @omartodavia\n&#3;',0,0,1,0,positivo
'Marqueteiro de Lula e Dilma será alvo de nova operação da Polícia Federal https://t.co/YadbU1uC03\n&#3;',0,0,0,0,neutro
'Dilma é gente  Dilma é povo! https://t.co/Qnlj6hSBc9\n&#3;',0,0,0,0,neutro
'11º: Interino da Transparência pego em áudio. 12º: Delação da OAS trava após não citar Lula. 13º: Temer promete repensar MC/MV\n&#3;',0,0,1,0,positivo
'@sbtjornalismo @MichelTemer #ForaTemerGolpista\n&#3;',0,0,0,0,neutro
'Ô povo feio do caralho! https://t.co/OPkxrrSKyf\n&#3;',0,1,0,0,negativo
'Ô povo feio do caralho! https://t.co/OPkxrrSKyf\n&#3;',0,1,0,0,negativo
'Reclamar do Temer é fazer o jogo dos petralhas!! https://t.co/25OG4bb36w\n&#3;',0,0,1,0,positivo
'Temer y Macri  el cinismo corriente https://t.co/mU92A9nYO7 vía @omartodavia\n&#3;',0,0,1,0,positivo
'Em homenagem a você  que foi pra rua de verde e amarelo por um País melhor  berrando "Fora Dilma". E essa notícia... https://t.co/ww7hakJZzG\n&#3;',1,1,0,0,neutro
'@NosTrendsBrasil @MichelTemer #ForaTemerGolpista\n&#3;',0,0,0,0,neutro
'@epocanegocios #Avante Temer #Avante Lava Jato #Fora Dilma\n&#3;',0,0,1,0,positivo
'@epocanegocios #Avante Temer #Avante Lava Jato #Fora Dilma\n&#3;',0,0,1,0,positivo
'@KennedyAlencar @MichelTemer #ForaTemerGolpista\n&#3;',0,0,0,0,neutro
'@blogplanalto @MichelTemer #ForaTemerGolpista\n&#3;',0,0,0,0,neutro
'Combinadíssimo! #ForaTemer https://t.co/vZGxmsiItW\n&#3;',0,0,0,0,neutro
'@100underwood @queacreditaemvc @MgracaGalvao @cap_FabioAraujo @BarbaNegra_mau  MEU JESUS! imagina Dilma inspirando meninas por ai....\n&#3;',0,0,0,0,neutro
